cut_off,previous_year_cutoff,rank,branch,category,district,sports_quota,college_name,college_fees
146,143,6544,Biotech,SC,Ramanathapuram,No,Ramanathapuram Engineering College - Ramanathapuram,155000.0
150,158,6956,EEE,OC,Thanjavur,No,Shanmuganathan Engineering College - Pudukkottai Road,165000.0
130,136,9902,EIE,SC,Kanyakumari,No,Mar Ephraem College of Engineering - Elavuvilai,172000.0
139,145,8392,ECE,ST,Kanyakumari,No,Udaya School of Engineering - Vellamodi,165000.0
163,168,4168,EEE,BC,Karur,No,V.S.B. Engineering College - Karur,171000.0
163,155,3576,IT,MBC,Dharmapuri,No,P.G.P. College of Engineering - Namakkal,158000.0
131,130,9514,Aerospace,BC,Salem,No,Aruna College of Engineering - Thiruchengode,177000.0
130,130,10000,EIE,BC,Kanyakumari,No,St. Mother Theresa College - Vellamadam,162000.0
155,149,6004,Aerospace,ST,Cuddalore,No,Achariya College of Engineering - Villianur,180000.0
152,150,5695,Biotech,OC,Perambalur,Yes,Perambalur College of Engineering - Perambalur,166000.0
143,138,7375,CSE,BC,Thanjavur,No,A.V.C. College of Engineering - Mayiladuthurai,176000.0
154,151,5707,ECE,MBC,Dharmapuri,No,Government College of Engineering - Dharmapuri,57000.0
130,138,9453,Aerospace,OC,Trichy,No,Sengunthar Engineering College - Thuraiyur,189000.0
142,135,7543,Civil,MBC,Cuddalore,Yes,St. Anne's College of Engineering - Panruti,139000.0
130,132,9910,Biotech,SC,Perambalur,No,Srinivasan Engineering College - Perambalur,156000.0
155,148,5917,Civil,OC,Madurai,No,Kamraj College of Engineering - Virudhunagar Road,178000.0
141,149,8601,Chemical,ST,Kanyakumari,No,Narayanaguru College of Engineering - Manjalumoodu,162000.0
159,164,4556,IT,OC,Dindigul,No,PSNA College of Engineering - Dindigul,183000.0
133,130,10000,EIE,BC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,162000.0
152,150,5590,EIE,OC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,167000.0
130,136,10000,ECE,OC,Villupuram,No,St. Joseph's College of Engineering - Villupuram,167000.0
148,155,6246,CSE,MBC,Vellore,No,Jai Shriram Engineering College - Avinashi,209000.0
130,138,9791,Biotech,OC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,145000.0
159,165,4864,Chemical,BC,Tirunelveli,No,Nellai College of Engineering - Marthandam,148000.0
161,159,4520,Civil,ST,Ramanathapuram,No,Kamaraj College of Engineering - Ramanathapuram,140000.0
152,150,6596,Biotech,ST,Nagapattinam,No,M.R.K. College of Engineering - Nagapattinam,159000.0
143,150,8221,EIE,BC,Dharmapuri,No,V.M.K.V. Engineering College - Salem,153000.0
153,146,5551,ECE,MBC,Dindigul,No,Sethu Institute of Technology - Dindigul,161000.0
130,130,9426,Biotech,OC,Sivagangai,No,K.L.N. College of Engineering - Sivagangai,153000.0
150,142,6423,Biotech,SC,Cuddalore,No,CK College of Engineering - Cuddalore,151000.0
132,131,10000,Mechanical,MBC,Thoothukkudi,Yes,Infant Jesus College of Engineering - Thoothukkudi,146000.0
136,140,8393,EIE,SC,Trichy,No,M.I.E.T. Engineering College - Gundur,172000.0
148,142,6671,ECE,OC,Sivagangai,No,K.L.N. College of Engineering - Sivagangai,157000.0
134,136,8757,EIE,SC,Thiruvallur,No,A.R. Engineering College - Villivakkam,174000.0
157,154,4637,Aerospace,MBC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,160000.0
186,194,1,IT,SC,Chennai,No,SSN College of Engineering - Kalavakkam,495000.0
135,132,9011,EIE,BC,Kanyakumari,Yes,Narayanaguru College of Engineering - Manjalumoodu,153000.0
154,147,6272,Biotech,BC,Kancheepuram,No,Sri Ramanujar Engineering College - Kolathur,187000.0
155,153,5459,EIE,MBC,Cuddalore,No,Mailam Engineering College - Mailam,164000.0
131,130,9689,Chemical,MBC,Tirunelveli,No,Einstein College of Engineering - Seethaparpanallur,157000.0
130,130,9580,EEE,SC,Ranipet,No,Vels Institute of Technology - Ranipet,170000.0
130,130,9858,Aerospace,SC,Kanyakumari,No,St. Mother Theresa College - Vellamadam,162000.0
146,141,7575,Civil,MBC,Trichy,No,Pavendar Bharathidasan College - Mathur,171000.0
130,130,9716,Aerospace,BC,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,161000.0
137,142,8449,Aerospace,SC,Erode,No,Surya Engineering College - Mettur Dam,192000.0
154,157,6236,Aerospace,SC,Perambalur,No,Srinivasan Engineering College - Perambalur,163000.0
130,131,9703,Aerospace,MBC,Trichy,No,Sengunthar Engineering College - Thuraiyur,199000.0
155,149,5843,Civil,BC,Theni,No,Theni Engineering College - Theni,133000.0
145,145,7646,Chemical,BC,Namakkal,Yes,M.P. Nachimuthu M.Jaganathan Engineering College - Chennimalai,146000.0
158,152,4794,Mechanical,OC,Krishnagiri,Yes,Adhiyamaan College of Engineering - Hosur,157000.0
160,160,4146,IT,BC,Dindigul,Yes,Dindigul Engineering College - Dindigul,173000.0
157,156,5304,ECE,OC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,163000.0
164,166,3802,ECE,BC,Perambalur,No,Perambalur College of Engineering - Perambalur,166000.0
151,158,6626,EIE,ST,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,156000.0
145,142,7630,Civil,OC,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,143000.0
149,157,6337,Civil,OC,Ranipet,No,Vels Institute of Technology - Ranipet,141000.0
152,150,6042,IT,BC,Karur,No,Karur College of Engineering - Karur,183000.0
133,130,9509,EIE,MBC,Villupuram,No,Idhaya Engineering College - Villupuram,150000.0
130,130,9726,EEE,BC,Theni,No,V.P.N. College of Engineering - Theni,157000.0
136,140,8530,EEE,MBC,Chengalpattu,No,T.J.S. Engineering College - Peruvoyal,205000.0
153,159,5393,EEE,ST,Theni,No,V.P.N. College of Engineering - Theni,172000.0
143,138,7898,Civil,OC,Theni,Yes,V.P.N. College of Engineering - Theni,151000.0
136,130,8536,Biotech,SC,Dharmapuri,No,Jayam College of Engineering - Dharmapuri,166000.0
146,144,6648,ECE,BC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,174000.0
133,130,9037,CSE,OC,Salem,No,Gnanamani College of Technology - Pachal,198000.0
159,165,4721,CSE,MBC,Dindigul,No,Sethu Institute of Technology - Dindigul,162000.0
141,143,8539,IT,SC,Madurai,No,Nadar Saraswathi College of Engineering - Theni Road,193000.0
159,163,5246,ECE,MBC,Krishnagiri,No,Hosur Institute of Technology - Hosur,174000.0
173,167,2621,EIE,OC,Tenkasi,No,Government College of Engineering - Tenkasi,60000.0
157,154,5065,IT,BC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,179000.0
130,132,10000,Aerospace,BC,Ranipet,No,S.R.M. University - Ranipet,156000.0
142,148,8266,IT,OC,Salem,No,Shree Venkateshwara College - Gobi,180000.0
139,145,8708,Chemical,BC,Perambalur,No,Srinivasan Engineering College - Perambalur,144000.0
154,155,5856,EIE,BC,Cuddalore,No,Bharathidasan Engineering College - Nallur,162000.0
146,151,6782,Mechanical,MBC,Kancheepuram,No,G.K.M. College of Engineering - Chennai Road,180000.0
137,144,9104,IT,MBC,Coimbatore,No,Sree Narayana Guru College - K.G. Chavadi,220000.0
144,148,7600,CSE,BC,Virudhunagar,No,Kamraj College of Engineering - Virudhunagar,187000.0
159,160,4638,ECE,SC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,168000.0
132,130,10000,EIE,BC,Trichy,No,Pavendar Bharathidasan College - Mathur,171000.0
175,177,2392,ECE,OC,Vellore,No,Thanthai Periyar Government Institute - Bagayam,74000.0
139,131,8917,CSE,BC,Erode,No,Surya Engineering College - Mettur Dam,199000.0
142,138,8113,Chemical,OC,Virudhunagar,No,Virudhunagar Engineering College - Virudhunagar,157000.0
132,135,9876,CSE,MBC,Pudukkottai,No,Pudukkottai Engineering College - Pudukkottai,179000.0
134,139,9484,EEE,BC,Thanjavur,No,Periyar Maniammai University - Vallam,154000.0
162,159,4012,CSE,BC,Thiruvallur,No,P.B. College of Engineering - Irungattukottai,194000.0
130,130,9689,IT,MBC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,158000.0
130,130,9588,EIE,ST,Dindigul,No,PSNA College of Engineering - Dindigul,157000.0
148,149,6353,Chemical,BC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,143000.0
130,133,9938,EIE,SC,Perambalur,No,Perambalur College of Engineering - Perambalur,169000.0
145,138,7356,EEE,MBC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,170000.0
159,152,4595,IT,BC,Tirunelveli,No,P.S.N.A. College of Engineering - Palayamkottai,186000.0
131,138,9995,Aerospace,BC,Theni,No,Sree Sowdambika College of Engineering - Theni,160000.0
144,149,7281,Civil,OC,Nagapattinam,No,Nagapattinam Engineering College - Nagapattinam,143000.0
148,151,7281,IT,SC,Karur,No,V.S.B. Engineering College - Karur,158000.0
152,151,5983,Mechanical,BC,Krishnagiri,No,Hosur Institute of Technology - Hosur,163000.0
143,150,8165,Aerospace,SC,Sivagangai,No,Alagappa Chettiar College of Engineering - Karaikudi,162000.0
160,152,4185,Chemical,BC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,147000.0
160,167,5096,Civil,OC,Pudukkottai,No,Sudharsan Engineering College - Pudukkottai,149000.0
135,141,9666,Civil,OC,Erode,Yes,Surya Engineering College - Mettur Dam,140000.0
137,136,8743,Aerospace,BC,Ranipet,No,Ranipet Engineering College - Ranipet,156000.0
132,130,9601,CSE,SC,Perambalur,No,Dhanalakshmi Srinivasan Engineering College - Perambalur,162000.0
160,159,4997,Aerospace,ST,Salem,Yes,Vinayaka Mission University - Aarapalayam,173000.0
130,132,10000,EEE,ST,Virudhunagar,No,S.Vellaichamy Nadar College - Virudhunagar,149000.0
157,155,5575,Aerospace,OC,Namakkal,No,M.P. Nachimuthu M.Jaganathan Engineering College - Chennimalai,172000.0
152,148,5580,Civil,OC,Cuddalore,No,Bharathidasan Engineering College - Nallur,151000.0
155,148,5994,IT,OC,Cuddalore,No,V.R.S. College of Engineering - Villupuram,181000.0
154,149,5760,Civil,BC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,150000.0
146,152,7320,Aerospace,ST,Krishnagiri,No,P.S.V. College of Engineering - Krishnagiri,166000.0
161,169,4976,EEE,BC,Trichy,No,Sengunthar Engineering College - Thuraiyur,200000.0
138,131,8598,IT,BC,Trichy,Yes,K.Ramakrishnan College of Engineering - Samayapuram,185000.0
154,162,6055,IT,MBC,Chengalpattu,No,B.S. Abdur Rahman Crescent Institute - Vandalur,217000.0
132,138,9867,Mechanical,SC,Sivagangai,No,Sudharsan Engineering College - Sivagangai,159000.0
143,143,7540,Chemical,MBC,Namakkal,No,Selvam College of Technology - Namakkal,151000.0
142,134,7461,Biotech,MBC,Kanyakumari,No,Mar Ephraem College of Engineering - Elavuvilai,150000.0
139,143,8855,Civil,OC,Namakkal,No,K.S. Rangasamy College of Technology - Tiruchengode,139000.0
145,145,6960,Aerospace,SC,Theni,No,Sree Sowdambika College of Engineering - Theni,159000.0
140,135,7701,Civil,SC,Dindigul,No,Dindigul Engineering College - Dindigul,147000.0
153,156,6380,IT,BC,Erode,No,Bannari Amman Institute of Technology - Sathyamangalam,186000.0
153,147,6116,Aerospace,BC,Thiruvallur,No,R.M.D. Engineering College - Kavaraipettai,217000.0
136,143,8703,Biotech,OC,Madurai,No,Raja College of Engineering - Usilampatti,183000.0
136,132,9359,Aerospace,MBC,Trichy,No,Oxford Engineering College - Pirattiyur,186000.0
151,154,6781,IT,BC,Ranipet,No,C. Abdul Hakeem College of Engineering - Ranipet,165000.0
147,140,6383,Civil,OC,Tirunelveli,No,Nellai College of Engineering - Marthandam,155000.0
153,151,5348,EIE,MBC,Nagapattinam,No,M.R.K. College of Engineering - Nagapattinam,148000.0
154,149,5955,EEE,OC,Chennai,No,Sri Sairam Engineering College - Tambaram,201000.0
142,148,8231,Aerospace,BC,Madurai,No,P.T.R. College of Engineering - Austinpatti,199000.0
148,152,6446,Aerospace,MBC,Chengalpattu,No,Agni College of Technology - Thalambur,200000.0
146,143,7458,ECE,OC,Dharmapuri,No,M.K. University College - Dharmapuri,171000.0
161,159,4072,IT,OC,Chengalpattu,No,Sri Venkateswara College of Engineering - Sriperumbudur,207000.0
157,155,4641,EEE,SC,Dharmapuri,No,Government College of Engineering - Dharmapuri,58000.0
140,139,7858,EEE,MBC,Kallakurichi,Yes,S.K.P. Engineering College - Kallakurichi,159000.0
142,136,8385,EIE,OC,Chennai,No,St. Joseph's College of Engineering - OMR,196000.0
155,148,5139,Chemical,BC,Madurai,No,Fatima Michael College of Engineering - Vadakku Vellalur,162000.0
152,144,6538,EEE,MBC,Vellore,No,Priyadarshini Engineering College - Vaniyambadi,201000.0
130,135,9806,Biotech,BC,Villupuram,No,Sri Venkateswara College of Engineering - Villupuram,164000.0
146,138,7443,Mechanical,MBC,Ramanathapuram,No,Ramanathapuram Engineering College - Ramanathapuram,145000.0
139,144,8447,EEE,MBC,Chengalpattu,No,Jeppiaar Institute of Technology - Sriperumbudur,188000.0
135,143,9234,EEE,MBC,Kancheepuram,Yes,Shivani Engineering College - Sriperumbudur,200000.0
161,162,4347,ECE,OC,Dharmapuri,No,M.K. University College - Dharmapuri,177000.0
153,149,5562,EIE,OC,Tirunelveli,No,Einstein College of Engineering - Seethaparpanallur,174000.0
165,169,3124,IT,OC,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,170000.0
141,144,8035,Civil,SC,Dindigul,No,Sethu Institute of Technology - Dindigul,139000.0
140,135,8471,EIE,ST,Chennai,Yes,St. Joseph's College of Engineering - OMR,200000.0
162,155,4278,Biotech,OC,Salem,No,Mahendra Engineering College - Mallasamudram,165000.0
133,134,9945,Biotech,SC,Erode,No,Builders Engineering College - Kangayam,156000.0
133,139,9352,ECE,BC,Krishnagiri,No,P.S.V. College of Engineering - Krishnagiri,164000.0
149,143,6248,Aerospace,MBC,Salem,No,Muthayammal Engineering College - Rasipuram,198000.0
162,157,3976,ECE,ST,Virudhunagar,No,P.S.R. Engineering College - Sivakasi,164000.0
137,144,8196,Biotech,BC,Dharmapuri,No,V.M.K.V. Engineering College - Salem,166000.0
156,149,5559,IT,OC,Thiruvallur,No,Gojan School of Business and Technology - Redhills,203000.0
145,143,7733,CSE,ST,Thanjavur,No,Indra Ganesan College of Engineering - Manjakollai,179000.0
138,144,8750,Aerospace,OC,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,175000.0
141,135,7909,Mechanical,BC,Thiruvallur,Yes,R.M.D. Engineering College - Kavaraipettai,178000.0
149,152,6817,Biotech,OC,Thanjavur,No,PRIST University - Vallam,156000.0
141,137,7651,Civil,OC,Thoothukkudi,No,Dr. Sivanthi Aditanar College of Engineering - Thoothukkudi,147000.0
149,149,6195,EEE,BC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,168000.0
157,163,5553,IT,MBC,Villupuram,No,V.R.S. College of Engineering - Villupuram,177000.0
158,150,5116,Civil,ST,Sivagangai,No,Sudharsan Engineering College - Sivagangai,142000.0
148,151,6839,EEE,BC,Perambalur,No,Srinivasan Engineering College - Perambalur,170000.0
139,145,7884,Chemical,SC,Perambalur,No,Perambalur College of Engineering - Perambalur,155000.0
163,169,4484,CSE,SC,Madurai,No,Sethu Institute of Technology - Pulloor,223000.0
165,157,4299,ECE,MBC,Kanyakumari,No,Vins Christian College - Nagercoil,180000.0
130,131,9922,ECE,MBC,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,178000.0
200,192,1,CSE,BC,Vellore,Yes,VIT University Vellore - Katpadi,468000.0
139,132,8378,CSE,OC,Dharmapuri,No,M.K. University College - Dharmapuri,183000.0
162,157,3662,CSE,SC,Salem,No,Shree Venkateshwara College - Gobi,196000.0
136,142,9333,ECE,MBC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,164000.0
153,152,6333,ECE,OC,Dharmapuri,Yes,Government College of Engineering - Dharmapuri,59000.0
156,153,5384,Mechanical,BC,Karur,No,Sengunthar Engineering College - Karur,162000.0
140,142,8314,Aerospace,BC,Kancheepuram,No,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya - Enathur,214000.0
151,154,6603,Chemical,BC,Virudhunagar,Yes,V.P.M.M. Engineering College - Virudhunagar,154000.0
156,157,4796,CSE,BC,Karur,No,V.S.B. Engineering College - Karur,169000.0
152,159,6387,ECE,OC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,173000.0
196,189,1,EEE,MBC,Vellore,No,VIT University Vellore - Katpadi,395000.0
142,139,7506,EIE,MBC,Chengalpattu,No,T.J.S. Engineering College - Peruvoyal,202000.0
130,130,10000,Aerospace,BC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,176000.0
145,141,6889,Biotech,ST,Sivagangai,Yes,Alagappa Chettiar College of Engineering - Karaikudi,146000.0
150,151,6591,EEE,OC,Salem,No,V.S.B. Engineering College - Karuppur,179000.0
130,131,10000,Chemical,OC,Perambalur,No,Perambalur College of Engineering - Perambalur,150000.0
135,142,9614,Civil,SC,Madurai,No,KLN College of Engineering - Pottapalayam,168000.0
152,151,5955,ECE,MBC,Ramanathapuram,No,Ramanathapuram Engineering College - Ramanathapuram,165000.0
144,144,8027,CSE,SC,Nagapattinam,No,E.G.S. Pillay Engineering College - Nagapattinam,183000.0
177,184,1024,Civil,MBC,Madurai,No,Thiagarajar College of Engineering - Thiruparankundram,245000.0
150,146,6156,Aerospace,BC,Thiruvallur,No,R.M.K. Engineering College - Kavaraipettai,188000.0
153,159,6319,ECE,OC,Thoothukkudi,No,Rani Anna Government College - Thoothukkudi,58000.0
139,147,8094,Chemical,OC,Perambalur,Yes,Dhanalakshmi Srinivasan Engineering College - Perambalur,155000.0
154,151,5566,IT,ST,Dharmapuri,No,Jayam College of Engineering - Dharmapuri,163000.0
156,156,4742,Chemical,OC,Thanjavur,No,Indra Ganesan College of Engineering - Manjakollai,152000.0
140,141,7831,Civil,SC,Namakkal,No,Paavai Engineering College - Namakkal,147000.0
148,148,6849,Chemical,OC,Cuddalore,No,St. Anne's College of Engineering - Panruti,155000.0
168,165,3668,IT,BC,Tenkasi,No,Tenkasi Engineering College - Tenkasi,174000.0
152,159,6486,IT,BC,Thanjavur,No,Indra Ganesan College of Engineering - Manjakollai,168000.0
130,134,10000,Biotech,OC,Pudukkottai,No,Sudharsan Engineering College - Pudukkottai,165000.0
166,170,3210,Mechanical,OC,Salem,No,Kongu Engineering College - Perundurai,237000.0
132,130,9785,Chemical,OC,Krishnagiri,No,Hosur Institute of Technology - Hosur,147000.0
164,170,3792,IT,ST,Cuddalore,No,Mailam Engineering College - Mailam,165000.0
159,155,4658,ECE,BC,Pudukkottai,No,Sudharsan Engineering College - Pudukkottai,165000.0
136,140,8683,Aerospace,ST,Chennai,No,Jerusalem College of Engineering - Pallikaranai,227000.0
130,130,9506,Biotech,OC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,145000.0
139,147,8853,ECE,MBC,Thanjavur,No,Anjalai Ammal Mahalingam Engineering College - Kovilvenni,164000.0
137,135,8647,Aerospace,BC,Erode,No,Akshaya College of Engineering - Coimbatore Road,175000.0
147,151,6752,Civil,SC,Karur,No,Karur College of Engineering - Karur,151000.0
149,144,6235,EIE,OC,Trichy,Yes,Oxford Engineering College - Pirattiyur,167000.0
154,158,5081,Aerospace,OC,Kancheepuram,No,Pallavan College of Engineering - Kanchipuram,204000.0
152,150,6346,Aerospace,BC,Karur,No,Karur College of Engineering - Karur,177000.0
149,147,7036,Aerospace,BC,Namakkal,No,K.S.R. College of Engineering - Tiruchengode,170000.0
135,130,9053,Chemical,MBC,Trichy,No,Oxford Engineering College - Pirattiyur,166000.0
135,130,8838,ECE,OC,Thoothukkudi,No,Infant Jesus College of Engineering - Thoothukkudi,176000.0
151,156,6709,CSE,SC,Kanyakumari,No,Vins Christian College - Nagercoil,179000.0
142,150,7500,EEE,BC,Thiruvallur,No,R.M.D. Engineering College - Kavaraipettai,195000.0
155,163,5558,Biotech,MBC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,146000.0
160,164,4920,EEE,BC,Perambalur,No,Srinivasan Engineering College - Perambalur,173000.0
130,130,10000,EIE,SC,Trichy,No,Oxford Engineering College - Pirattiyur,178000.0
162,165,4497,Mechanical,SC,Erode,No,Angel College of Engineering - Gobichettipalayam,155000.0
162,168,4477,CSE,OC,Cuddalore,Yes,V.R.S. College of Engineering - Villupuram,174000.0
136,133,8823,ECE,BC,Perambalur,No,Dhanalakshmi Srinivasan Engineering College - Perambalur,173000.0
130,134,9615,ECE,BC,Chengalpattu,No,T.J.S. Engineering College - Peruvoyal,189000.0
156,161,5020,Chemical,SC,Chengalpattu,No,Agni College of Technology - Thalambur,178000.0
191,195,1,Chemical,ST,Madurai,Yes,Thiagarajar College of Engineering - Thiruparankundram,245000.0
